Category,Category2,Item Name,Disposal Category,Cleaning/Preparation Steps ,Disposal Instructions,Sustainable Alternatives,Environmental Impact,Image,Disposal Details,Sustainable Details
Electronics,Light Bulb,Light Fluorescent Tube,Hazardous Waste,"Place them in closed, structurally sound packages",Disposed of at a Household Hazardous Waste Facility.,Replace with LED tubes and recycle properly.,"When you skip one fluorescent tube,
Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.8 kg
Landfill Use Reduction: 0.3 liters",assets/images/items/FluorescentTubes.png,"Many localities are beginning to provide for the collection of fluorescent light bulbs in Virginia. Check with your county or city recycling manager. Some retailers collect compact fluorescent light bulbs or CFLs (also called pig tail, corkscrew and spiral bulbs) at their stores, such as Ikea and Home Depot.","Opt for LED tube lights, which are more energy-efficient and have a longer lifespan, and ensure that old fluorescent tubes are recycled correctly to prevent mercury pollution."
Electronics,Light Bulb,Light Bulbs Etc.,Hazardous Waste,"Place them in closed, structurally sound packages",Disposed of at a Household Hazardous Waste Facility.,Switch to LED bulbs and recycle old CFLs.,"When you skip one incandescent bulb,
Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.05 kg
Landfill Use Reduction: 0.02 liters",assets/images/items/LightBulbsEtc.png,"Incandescent bulbs are recycled to recover glass and metal components. While they contain no hazardous materials, recycling them reduces waste.","Transition from CFLs to LED bulbs for greater efficiency and lifespan, and ensure old CFLs are recycled properly to prevent environmental contamination."
food,Food Scrap,Food Scrap Etc.,Compostable,Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place this item in a backyard composting bin. Remove non-compostable items,"When you compost one batch of vegetable peels instead of discarding them,
Organic Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.02 kg
Landfill Use Reduction: 0.05 liters",assets/images/items/FoodScrapsEtc.png,Food scraps can be composted to create nutrient-rich soil. Composting food scraps reduces methane emissions from landfills and improves soil health.,"Food scraps to a compost bin or pile where they will decompose and enrich the soil with nutrients, reducing food waste."
food,Food Scrap,Vegetable Peel,Compostable,Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place Vegetable Peel in a backyard composting bin. Remove non-compostable items,"When you compost one batch of vegetable peels instead of discarding them,
Organic Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.02 kg
Landfill Use Reduction: 0.05 liters",assets/images/items/VegetablePeels.png,"Vegetable peels break down quickly in compost, enriching the soil with nutrients. Composting vegetable peels helps reduce kitchen waste by up to 30%.","Add vegetable peels to a compost bin or pile where they will decompose and enrich the soil with nutrients, reducing food waste."
food,Food Scrap,Fruit Peel,Compostable,Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place Fruit Peel in a backyard composting bin. Remove non-compostable items,"When you compost one batch of fruit peels instead of discarding them,
Organic Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.02 kg
Landfill Use Reduction: 0.05 liters",assets/images/items/FruitPeels.png,Fruit peels are rich in nutrients and can be composted to boost soil fertility. Citrus peels can also be used to make natural cleaners before composting.,"Compost fruit peels or use them creatively in recipes, such as making citrus zest, fruit-infused water, or natural cleaners, reducing waste."
food,Food Scrap,Coffee Ground,Compostable,Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place Coffee Ground in a backyard composting bin. Remove non-compostable items,"When you compost one batch of coffee grounds instead of discarding them,
Organic Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.01 kg
Landfill Use Reduction: 0.03 liters",assets/images/items/CoffeeGrounds.png,Coffee grounds are high in nitrogen and help improve soil structure. They can also be used as a natural pest repellent in the garden before being composted.,"Add coffee grounds to compost or sprinkle them directly onto garden soil to improve soil quality, or use them to deodorize spaces."
food,Food Scrap,Eggshell,Compostable,Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place Eggshell in a backyard composting bin. Remove non-compostable items,"When you compost one batch of eggshells instead of discarding them,
Organic Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.005 kg
Landfill Use Reduction: 0.02 liters",assets/images/items/Eggshells.png,"Crushed eggshells add calcium to compost and soil, benefiting plants like tomatoes. Eggshells can also deter slugs and snails in the garden.","Crush eggshells and add them to compost or garden soil as a natural calcium supplement for plants, reducing the need for commercial fertilizers."
food,Food Scrap,Bread,Compostable,Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place Bread in a backyard composting bin. Remove non-compostable items,"When you compost one loaf of bread instead of discarding it,
Organic Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.04 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/Bread.png,"Stale bread breaks down quickly in compost, adding organic matter to the soil. Bread can also be fed to worms in a vermicompost system.","Compost stale bread or transform it into breadcrumbs or croutons for future recipes, reducing food waste."
food,Food Scrap,Dairy Product,Compostable (with care),Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place Dairy Product in a backyard composting bin. Remove non-compostable items,"When you compost one serving of dairy products instead of discarding them,
Organic Waste Reduction: 0.15 kg
CO2 Emissions Reduction: 0.03 kg
Landfill Use Reduction: 0.08 liters",assets/images/items/DairyProducts.png,"Dairy products can attract pests if composted at home, but commercial facilities can handle them safely. Dairy waste can be transformed into energy in anaerobic digestion systems.","Compost small amounts of dairy products carefully or consider using them in animal feed where suitable, reducing landfill waste."
food,Food Scrap,Meat Scrap,Compostable (with care),Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place Meat Scrap in a backyard composting bin. Remove non-compostable items,"When you compost one serving of meat scraps instead of discarding them,
Organic Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.05 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/MeatScraps.png,Meat scraps can produce strong odors and attract pests in home compost but can be composted safely in industrial facilities. They can also be converted into bioenergy through anaerobic digestion.,"Compost meat scraps in a Bokashi system or carefully in a well-managed compost pile, or use them to make homemade pet food, reducing waste."
food,Food Scrap,Leftover Food,Compostable,Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place Leftover Food in a backyard composting bin. Remove non-compostable items,"When you compost one serving of leftover food instead of discarding it,
Organic Waste Reduction: 0.25 kg
CO2 Emissions Reduction: 0.06 kg
Landfill Use Reduction: 0.12 liters",assets/images/items/LeftoverFood.png,Leftover food can be composted to reduce landfill waste and create rich compost. Reducing food waste by composting helps lower greenhouse gas emissions.,"Use leftovers creatively by incorporating them into new recipes, or compost them to reduce food waste and enrich the soil."
food,Food Scrap,Tea Bag,Compostable,Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place Tea Bag in a backyard composting bin. Remove non-compostable items,"When you compost one tea bag instead of discarding it,
Organic Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.002 kg
Landfill Use Reduction: 0.01 liters",assets/images/items/TeaBags.png,"Most tea bags are compostable and can add nitrogen to compost. Some tea bags contain plastic, so check before composting or opt for plastic-free brands.","Compost tea bags (ensure they are plastic-free) or steep used tea bags in water to create a nutrient-rich plant water, reducing waste."
food,Food Scrap,Nut Shell,Compostable,Remove non-compostable items,Compost at home or drop off at a local composting facility or Dispose of in regular trash.,Place tNut Shell in a backyard composting bin. Remove non-compostable items,"When you compost one batch of nut shells instead of discarding them,
Organic Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.01 kg
Landfill Use Reduction: 0.03 liters",assets/images/items/NutShells.png,Nut shells take longer to break down but provide valuable aeration in compost. They can also be used as mulch to retain moisture in garden beds.,"Add nut shells to compost or spread them as mulch in the garden, where they help retain moisture and suppress weeds."
food,Cooking Oil,Cooking Oil,Non-Recyclable,Store in a sealable container,Do not pour down the drain; take to a recycling facility or use a specialized disposal service.,Recycle used cooking oil or compost small amounts.,"When you recycle or properly dispose of cooking oil instead of discarding it,
Environmental Pollution Reduction: High
CO2 Emissions Reduction: Significant
Water Contamination Prevention: Essential",assets/images/items/CookingOil.png,"Used cooking oil can be recycled into biodiesel, a renewable energy source. Recycling cooking oil helps reduce environmental pollution and supports sustainable energy production.","Recycle used cooking oil through a local program, or compost small amounts in moderation, ensuring it is spread thinly to avoid clumping."
Clothing,Clothing,Clothing Etc.,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Donate if in good condition,"When you donate or recycle one item of old clothing,
Textile Waste Reduction: 0.5 kg
CO2 Emissions Reduction: 2.0 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/ClothingEtc.png,Recycling textiles reduces landfill waste and conserves resources used in textile production.,A new wave of sustainable clothing allows you to fund part of your purchase to a cause of your choice. Be proud of what you wear and know you're contributing to the greater good with your shopping.
Clothing,Clothing,Old Cloth,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Donate or upcycle old clothes.,"When you donate or recycle one item of old clothing,
Textile Waste Reduction: 0.5 kg
CO2 Emissions Reduction: 2.0 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/OldClothes.png,"Old clothes can be recycled into new fabrics, insulation, or cleaning rags. Recycling textiles reduces landfill waste and conserves resources used in textile production.","Donate old clothes in good condition to charity or thrift stores, or upcycle them into new garments or household items like rags or quilts to reduce waste."
Clothing,Clothing,Torn Cloth,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Repair or repurpose torn clothes.,"When you repurpose or recycle one torn piece of clothing,
Textile Waste Reduction: 0.3 kg
CO2 Emissions Reduction: 1.0 kg
Landfill Use Reduction: 0.6 liters",assets/images/items/TornClothes.png,Torn clothes can be shredded and processed into new textile fibers or used for industrial purposes. Recycling even torn fabrics helps reduce the environmental impact of producing new textiles.,"Mend torn clothes to extend their life, or repurpose them into cleaning rags, patches, or materials for DIY projects, minimizing textile waste."
Clothing,Clothing,Bedding,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Donate or repurpose old bedding.,"When you donate or recycle one set of bedding,
Textile Waste Reduction: 2.0 kg
CO2 Emissions Reduction: 8.0 kg
Landfill Use Reduction: 4.0 liters",assets/images/items/Bedding.png,"Bedding can be recycled into insulation or filling for cushions and mattresses. Recycling bedding helps divert large, bulky items from landfills.","Donate gently used bedding to shelters or animal rescues, or repurpose it into pet beds, cushion stuffing, or quilts, reducing the need for disposal."
Clothing,Clothing,Towels,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Turn old towels into rags or donate.,"When you donate or recycle one towel,
Textile Waste Reduction: 0.6 kg
CO2 Emissions Reduction: 2.4 kg
Landfill Use Reduction: 1.2 liters",assets/images/items/Towels.png,"Old towels can be recycled into cleaning cloths, insulation, or padding for animal bedding. Recycling towels helps extend the life of the material and reduces waste.","Cut old towels into cleaning rags or donate them to animal shelters, where they can be reused, extending their life and reducing waste."
Clothing,Accessories,Shoes,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Donate or repair shoes to extend their life.,"When you donate or recycle one pair of shoes,
Textile Waste Reduction: 1.0 kg
CO2 Emissions Reduction: 3.0 kg
Landfill Use Reduction: 1.5 liters",assets/images/items/Shoes.png,Shoes can be disassembled and recycled into materials for new shoes or sports surfaces.,"Donate shoes in good condition to charities or shelters, or repair worn-out shoes to prolong their usability, reducing the need for new purchases."
Clothing,Accessories,Hat,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Donate or repurpose hats.,"When you donate or recycle one hat,
Textile Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.8 kg
Landfill Use Reduction: 0.4 liters",assets/images/items/Hats.png,"Hats made from natural fibers can be composted, while synthetic ones can be recycled into new textiles.","Donate hats to thrift stores or shelters, or repurpose them into decorative items or storage solutions, minimizing waste."
Clothing,Accessories,Belt,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Repurpose old belts into other items.,"When you donate or recycle one belt,
Textile Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.5 kg
Landfill Use Reduction: 0.3 liters",assets/images/items/Belts.png,"Belts, especially leather ones, can be recycled into new leather products or ground into fibers for various uses.","Turn old belts into creative projects like handles for bags, wall hangers, or DIY crafts, reducing waste and giving them a new life."
Clothing,Accessories,Glove,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Donate or upcycle gloves.,"When you donate or recycle one pair of gloves,
Textile Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.4 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/Gloves.png,"Gloves made from textiles can be recycled into new fibers, while rubber or synthetic gloves can be repurposed.","Donate gloves to shelters or repurpose them into new items like wrist warmers, stuffing for cushions, or DIY projects, extending their life."
Clothing,Accessories,Scarve,Recyclable,Clean if necessary,"Drop off at a textile recycling center, otherwise dispose in regular trash.",Donate or repurpose scarves into other items.,"When you donate or recycle one scarf,
Textile Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.8 kg
Landfill Use Reduction: 0.4 liters",assets/images/items/Scarves.png,Scarves can be recycled into new fabrics or repurposed into fashion accessories,"Donate scarves to those in need or upcycle them into headbands, belts, or decorative items, minimizing textile waste."
Medication,Medication,Medication Etc.,Hazardous Waste,Follow any specific disposal instructions,Take to designated medication disposal site.,Purchase only necessary quantities to reduce waste.,"When you properly dispose of one prescription medication through a take-back program,
Environmental Pollution Reduction: High
Water Contamination Prevention: Essential
Public Safety Improvement: Significant",assets/images/items/MedicationEtc.png,Medications should not be recycled traditionally but should be disposed of properly to avoid environmental contamination. Proper disposal helps prevent water pollution and accidental poisoning of children or pets.,Take only prescribed amounts of medication to avoid excess; return any unused portions to pharmacies for proper disposal to prevent waste and contamination.
Medication,Medication,Prescription Medication,Hazardous Waste,Remove personal information,Take to designated medication disposal site.,Use only the necessary amount and return unused portions to a pharmacy.,"When you properly dispose of one prescription medication through a take-back program,
Environmental Pollution Reduction: High
Water Contamination Prevention: Essential
Public Safety Improvement: Significant",assets/images/items/PrescriptionMedications.png,Medications should not be recycled traditionally but should be disposed of properly to avoid environmental contamination. Proper disposal helps prevent water pollution and accidental poisoning of children or pets.,Take only prescribed amounts of medication to avoid excess; return any unused portions to pharmacies for proper disposal to prevent waste and contamination.
Medication,Medication,Over-the-Counter Medication,Hazardous Waste,Remove personal information,Take to designated medication disposal site.,Buy in bulk when possible and return unused portions.,"When you properly dispose of one over-the-counter medication,
Environmental Pollution Reduction: Moderate
Water Contamination Prevention: Important
Public Safety Improvement: Moderate",assets/images/items/Over-the-CounterMedications.png,Medications should not be recycled traditionally but should be disposed of properly to avoid environmental contamination. Proper disposal helps prevent water pollution and accidental poisoning of children or pets.,"Purchase over-the-counter medications in bulk when feasible to reduce packaging; return unused medications to pharmacies for safe disposal, minimizing waste."
Medication,Medication,Liquid Medication,Hazardous Waste,Remove personal information,Take to designated medication disposal site.,Opt for refillable liquid medication containers and measure doses accurately.,"When you properly dispose of one liquid medication,
Environmental Pollution Reduction: High
Water Contamination Prevention: Critical Public Safety Improvement: Significant",assets/images/items/LiquidMedications.png,Medications should not be recycled traditionally but should be disposed of properly to avoid environmental contamination. Proper disposal helps prevent water pollution and accidental poisoning of children or pets.,Request refillable containers for liquid medications and use precise measuring tools to ensure no medication is wasted; return unused liquid medications for proper disposal.
Medication,Medication,Inhaler,Hazardous Waste,Remove personal information,Take to designated medication disposal site.,Use refillable inhalers if available and recycle canisters.,"When you properly recycle or dispose of one inhaler,
Air Pollution Reduction: Moderate
Landfill Use Reduction: 0.1 liters
Recycling Impact: Metal and plastic recovery",assets/images/items/Inhalers.png,Medications should not be recycled traditionally but should be disposed of properly to avoid environmental contamination. Proper disposal helps prevent water pollution and accidental poisoning of children or pets.,"Opt for refillable inhalers where possible, reducing waste from single-use canisters; recycle empty canisters through appropriate programs."
Medication,Medication,"Patche (e.g., nicotine, hormone)",Hazardous Waste,Fold sticky sides together,Take to designated medication disposal site.,Use patches as prescribed and return unused patches.,"When you properly dispose of one used patch,
Environmental Pollution Reduction: Moderate
Public Safety Improvement: Significant
Landfill Use Reduction: Minimal",assets/images/items/Patches_nicotine_hormone_.png,Medications should not be recycled traditionally but should be disposed of properly to avoid environmental contamination. Proper disposal helps prevent water pollution and accidental poisoning of children or pets.,"Use patches strictly as prescribed to avoid excess; return any unused or expired patches to a pharmacy for proper disposal, minimizing environmental impact."
Medication,Medication,Pet Medication,Hazardous Waste,Remove personal information,Take to designated medication disposal site.,Use only the prescribed amount and return unused portions.,"When you properly dispose of one pet medication,
Environmental Pollution Reduction: High
Water Contamination Prevention: Important
Public Safety Improvement: Significant",assets/images/items/PetMedications.png,Medications should not be recycled traditionally but should be disposed of properly to avoid environmental contamination. Proper disposal helps prevent water pollution and accidental poisoning of children or pets.,Administer pet medications according to the veterinarian’s instructions to avoid waste; return unused or expired medications to a vet clinic for proper disposal.
Medication,Medication,Supplements and Vitamin,Hazardous Waste,Remove personal information,Take to designated medication disposal site.,Purchase in bulk and consume before the expiration date.,"When you properly dispose of one bottle of supplements or vitamins,
Environmental Pollution Reduction: Moderate
Water Contamination Prevention: Moderate
Public Safety Improvement: Important",assets/images/items/SupplementsandVitamins.png,Medications should not be recycled traditionally but should be disposed of properly to avoid environmental contamination. Proper disposal helps prevent water pollution and accidental poisoning of children or pets.,Buy supplements and vitamins in bulk to reduce packaging waste; consume them before their expiration date to minimize waste and return unused portions to a pharmacy for safe disposal.
Medication,Used Syringe,Used Syringe,Hazardous Waste,Seal in a puncture-proof container,Take to designated medication disposal site.,Use a sharps container for disposal and explore reusable needle options.,"When you properly dispose of one used syringe in a sharps container,
Public Safety Improvement: Critical
Environmental Hazard Reduction: High
Landfill Use Reduction: Minimal",assets/images/items/UsedSyringes.png,Used syringes should never be recycled with household items. Proper disposal reduces the risk of injury and the spread of infectious diseases. Special recycling programs for sharps ensure they are handled safely.,"Dispose of used syringes in an approved sharps container and return them to a pharmacy or disposal facility; where appropriate, consider using reusable needle options to reduce waste."
Yard Waste,Yard Waste,Yard Waste Etc.,Compostable,Ensure they are dry,Place in compost bin or pile.,Use mulch or leave clippings on the lawn to decompose naturally.,"When you compost one bag of grass clippings,
Organic Waste Reduction: 3.0 kg
CO2 Emissions Reduction: 0.5 kg
Landfill Use Reduction: 2.0 liters",assets/images/items/YardWasteEtc.png,Yard Waste generally includes organic materials from your garden or lawn that can be composted or recycled to create rich soil or mulch.,"Use a mulching mower to leave grass clippings on the lawn, where they decompose naturally, returning nutrients to the soil and eliminating the need for disposal."
Yard Waste,Grass Clipping,Grass Clipping,Compostable,Ensure they are dry,"Compost at home, use as mulch, or place in a green waste bin.",Leave clippings on the lawn as mulch.,"When you compost one bag of grass clippings,
Organic Waste Reduction: 3.0 kg
CO2 Emissions Reduction: 0.5 kg
Landfill Use Reduction: 2.0 liters",assets/images/items/GrassClippings.png,Grass clippings decompose quickly and add valuable nitrogen to compost. Leaving them on the lawn (grasscycling) can provide up to 25% of a lawn's fertilizer needs.,"Use a mulching mower to leave grass clippings on the lawn, where they decompose naturally, returning nutrients to the soil and eliminating the need for disposal."
Yard Waste,Leaf,Fallen Leaf,Compostable,Ensure they are dry,"Compost at home, use as mulch, or place in a green waste bin.",Use fallen leaves as mulch or compost.,"When you compost one bag of fallen leaves,
Organic Waste Reduction: 4.0 kg
CO2 Emissions Reduction: 0.7 kg
Landfill Use Reduction: 3.0 liter",assets/images/items/FallenLeaves.png,Fallen leaves are rich in carbon and are a great addition to compost. Shredded leaves can also be used as mulch to protect plants and retain moisture.,"Collect fallen leaves to use as mulch around plants or add them to a compost pile, where they break down and enrich the soil, reducing the need for disposal."
Yard Waste,Branch,Small Branch,Compostable,Cut into smaller pieces,"Compost at home, use as mulch, or place in a green waste bin.",Shred small branches for use as mulch.,"When you compost or chip one batch of small branches,
Organic Waste Reduction: 5.0 kg
CO2 Emissions Reduction: 1.0 kg
Landfill Use Reduction: 4.0 liters",assets/images/items/SmallBranches.png,"Small branches can be chipped into mulch, which helps prevent soil erosion and retains moisture in garden beds. They also provide structure in compost, helping aeration.","Shred small branches and twigs to create mulch for garden beds or paths, which helps retain moisture and suppress weeds, eliminating the need for disposal."
Yard Waste,Branch,Large Branch,Compostable,Cut into manageable sizes,"Compost at home, use as mulch, or place in a green waste bin.",Use large branches for firewood or crafts.,"When you compost or chip one large branch,
Organic Waste Reduction: 10.0 kg
CO2 Emissions Reduction: 2.0 kg
Landfill Use Reduction: 8.0 liters",assets/images/items/LargeBranches.png,"Small branches can be chipped into mulch, which helps prevent soil erosion and retains moisture in garden beds. They also provide structure in compost, helping aeration.","Repurpose large branches as firewood for outdoor fires or use them in DIY craft projects, reducing waste and the need for disposal."
Yard Waste,Weed,Garden Weed,Compostable,Ensure they are dry,"Compost at home, use as mulch, or place in a green waste bin.",Compost garden weeds if they haven't gone to seed.,"When you compost one batch of garden weeds,
Organic Waste Reduction: 2.0 kg
CO2 Emissions Reduction: 0.4 kg
Landfill Use Reduction: 1.5 liters",assets/images/items/GardenWeeds.png,"Weeds, especially before they seed, can be composted to return nutrients to the soil. Careful composting helps prevent the spread of weed seeds.
","Add non-seeding garden weeds to your compost pile, where they break down and contribute to nutrient-rich compost, reducing waste."
Yard Waste,Flower,Dead Flower,Compostable,Ensure they are dry,"Compost at home, use as mulch, or place in a green waste bin.",Add dead flowers to the compost pile.,"When you compost one batch of dead flowers,
Organic Waste Reduction: 1.0 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.8 liters",assets/images/items/DeadFlowers.png,"Dead flowers decompose quickly and add organic matter to compost, enriching the soil with nutrients. They can also be used in homemade potpourri before composting.","Compost dead flowers along with other plant materials, where they decompose and add organic matter to the compost, enriching the soil."
Yard Waste,Plant,Pruned Plant Material,Compostable,Ensure they are dry,"Compost at home, use as mulch, or place in a green waste bin.",Compost pruned plant material or use as mulch.,"When you compost one batch of pruned plant material, Organic Waste Reduction: 3.0 kg CO2 Emissions Reduction: 0.5 kg Landfill Use Reduction: 2.5 liters",assets/images/items/PrunedPlantMaterial.png,"Pruned plant material can be composted or chipped into mulch, helping to reduce waste and enhance garden soil health.","Add pruned plant material to your compost pile or shred it for use as mulch around your garden, reducing the need for disposal and enhancing soil health."
Yard Waste,Fruits and Vegetable,Fallen Fruit,Compostable,Ensure they are not diseased,"Compost at home, use as mulch, or place in a green waste bin.",Compost fallen fruit or use it to feed wildlife.,"When you compost one batch of fallen fruit,
Organic Waste Reduction: 2.0 kg
CO2 Emissions Reduction: 0.4 kg
Landfill Use Reduction: 1.5 liters",assets/images/items/FallenFruit.png,Fallen fruit is high in nutrients and can be composted to enrich the soil. It can also be used in creating homemade fruit fertilizers or feeds for animals.,"Compost fallen fruit to prevent attracting pests and enrich the soil, or leave it out for wildlife to eat, reducing waste."
Yard Waste,Soil,Excess Soil,Compostable,Remove any debris,"Compost at home, use as mulch, or place in a green waste bin.",Use excess soil in garden beds or as fill.,"When you reuse or properly dispose of one batch of excess soil,
Landfill Use Reduction: 10.0 liters
Environmental Impact: Minimal
Soil Reuse Potential: High",assets/images/items/ExcessSoil.png,"Excess soil can be reused in landscaping projects or shared with community gardens, helping to reduce waste and support local green initiatives.","Spread excess soil in garden beds to improve soil levels or use it as fill in low-lying areas of your yard, reducing the need for disposal."
Yard Waste,Mulch,Old Mulch,Compostable,Ensure it is not contaminated,"Compost or reuse as soil amendment, or place in a green waste bin.",Compost old mulch or refresh it by adding new mulch on top.,"When you compost or reuse one batch of old mulch,
Organic Waste Reduction: 5.0 kg
CO2 Emissions Reduction: 1.0 kg
Landfill Use Reduction: 4.0 liters",assets/images/items/OldMulch.png,"Old mulch can be composted or tilled into soil to improve its structure and fertility. It helps retain moisture and suppress weeds, contributing to a healthier garden ecosystem.","Add old mulch to the compost pile to break down naturally, or rejuvenate it by adding a fresh layer of new mulch on top, reducing waste."
Wooden,Wooden,Wooden Etc.,Recyclable,Remove any non-wood parts,Take to a recycling center that accepts wood.,Use reclaimed or sustainably sourced wood.,"When you repurpose or recycle one piece of wooden furniture,
Wood Waste Reduction: 20.0 kg
CO2 Emissions Reduction: 5.0 kg
Landfill Use Reduction: 15.0 liters",assets/images/items/WoodenEtc.png,"Treated wood requires special disposal and shouldn't be recycled normally. Remove nails or metal parts before recycling. Painted wood, especially with old paint, may need careful handling. It's best to reuse wooden items before considering recycling. Recycling wood saves energy and helps store carbo","Opt for things made from reclaimed wood or sustainably sourced wood, which reduces the demand for new wood and minimizes environmental impact. Additionally, consider upcycling old furniture to extend its life."
Wooden,Furniture,Wooden Furniture,Recyclable,Remove any non-wood parts,Take to a recycling center that accepts wood.,Use reclaimed or sustainably sourced wood for furniture.,"When you repurpose or recycle one piece of wooden furniture,
Wood Waste Reduction: 20.0 kg
CO2 Emissions Reduction: 5.0 kg
Landfill Use Reduction: 15.0 liters",assets/images/items/WoodenFurniture.png,"Wooden furniture can be refurbished, broken down into wood chips, or repurposed. Recycling wooden furniture reduces the demand for new wood and helps prevent deforestation.","Opt for furniture made from reclaimed wood or sustainably sourced wood, which reduces the demand for new wood and minimizes environmental impact. Additionally, consider upcycling old furniture to extend its life."
Wooden,Pallet,Wooden Pallet,Recyclable,Remove any non-wood parts,Take to a recycling center that accepts wood.,Reuse wooden pallets for other projects or return them for reuse.,"When you repurpose or recycle one wooden pallet,
Wood Waste Reduction: 15.0 kg
CO2 Emissions Reduction: 4.0 kg
Landfill Use Reduction: 12.0 liters",assets/images/items/WoodenPallets.png,"Wooden pallets are often reused, repaired, or turned into wood chips for mulch. Recycling pallets saves millions of trees each year and promotes sustainable shipping practices.","Reuse wooden pallets for DIY projects like garden planters or furniture, or return them to suppliers for reuse, reducing the need for new wood pallets."
Wooden,Construction,Wooden Beam,Recyclable,Remove any non-wood parts,Take to a recycling center that accepts wood.,Use reclaimed or recycled wood beams in construction.,"When you repurpose or recycle one wooden beam,
Wood Waste Reduction: 30.0 kg
CO2 Emissions Reduction: 8.0 kg
Landfill Use Reduction: 25.0 liters",assets/images/items/WoodenBeams.png,"Wooden beams can be repurposed in construction, upcycled, or recycled into mulch or wood chips. Recycling wood beams helps reduce construction waste and supports sustainable building practices.","Choose reclaimed or recycled wood beams for construction projects, which conserve natural resources and reduce the need for new timber."
Wooden,Construction,Plywood Sheet,Recyclable,Remove any non-wood parts,Take to a recycling center that accepts wood.,Use certified sustainable plywood or alternatives like bamboo.,"When you repurpose or recycle one plywood sheet,
Wood Waste Reduction: 10.0 kg
CO2 Emissions Reduction: 3.0 kg
Landfill Use Reduction: 8.0 liters",assets/images/items/PlywoodSheets.png,Plywood can be reused in construction projects or broken down into wood chips for mulch. Recycling plywood helps reduce waste and conserves resources used in manufacturing new sheets.,"Opt for plywood made from certified sustainable wood sources, or consider alternative materials like bamboo, which is rapidly renewable and reduces the demand for traditional wood products."
Wooden,Flooring,Wooden Flooring,Recyclable,Remove any non-wood parts,Take to a recycling center that accepts wood.,Use reclaimed wood or sustainable alternatives like bamboo flooring.,"When you repurpose or recycle one square meter of wooden flooring,
Wood Waste Reduction: 8.0 kg
CO2 Emissions Reduction: 2.0 kg
Landfill Use Reduction: 6.0 liters",assets/images/items/WoodenFlooring.png,"Wooden flooring can be repurposed, upcycled, or recycled into wood chips or mulch. Recycling old flooring helps reduce landfill waste and conserves natural resources.

","Choose reclaimed wood flooring or sustainably sourced alternatives like bamboo, cork, or engineered wood, which reduce environmental impact and promote sustainability."
